"Event","Donor Code","Donor Name","Donated To","Donated To Date Of Gift","Donated To Gift Value"
"2025 Federal Election","51249","Gee, Melva","GEE, Andrew Robert","12/04/2025","10000"
"2025 Federal Election","51249","Gee, Melva","GEE, Andrew Robert","22/04/2025","10000"
"2025 Federal Election","51214","Goodacre, John","CHANEY, Katherine Ella","12/08/2024","10000"
"2025 Federal Election","51214","Goodacre, John","CHANEY, Katherine Ella","04/03/2025","10000"
"2025 Federal Election","45119","Green Energy Trading Pty Ltd","RYAN, Monique Marie","20/09/2024","30000"
"2025 Federal Election","45119","Green Energy Trading Pty Ltd","RYAN, Monique Marie","16/10/2024","40000"
"2025 Federal Election","10632","Grugeon, Hilton","GEE, Andrew Robert","14/03/2025","20000"
"2025 Federal Election","47926","Hargrave, Ruth Elizabeth","RYAN, Monique Marie","18/11/2024","5000"
"2025 Federal Election","47926","Hargrave, Ruth Elizabeth","RYAN, Monique Marie","22/01/2025","250"
"2025 Federal Election","47926","Hargrave, Ruth Elizabeth","RYAN, Monique Marie","28/03/2025","15000"
"2025 Federal Election","47926","Hargrave, Ruth Elizabeth","RYAN, Monique Marie","07/04/2025","10000"
"2025 Federal Election","51187","Harris, Lois","SPENDER, Allegra May","10/02/2025","20000"
"2025 Federal Election","42104","Hempton, John","SCAMPS, Sophie Anna","28/10/2024","10000"
"2025 Federal Election","42104","Hempton, John","SCAMPS, Sophie Anna","17/02/2025","20500"
"2025 Federal Election","40547","Hill, Stephen","DANIEL, Zoe","04/07/2024","10000"
"2025 Federal Election","40547","Hill, Stephen","DANIEL, Zoe","24/04/2025","20000"
"2025 Federal Election","40547","Hill, Stephen","RYAN, Monique Marie","27/04/2025","20000"
"2025 Federal Election","51227","Holmes a Court, Janet","CHANEY, Katherine Ella","02/08/2024","2500"
"2025 Federal Election","51227","Holmes a Court, Janet","CHANEY, Katherine Ella","13/12/2024","15000"
"2025 Federal Election","51205","Horin, Roslyn","SPENDER, Allegra May","05/12/2024","25000"
"2025 Federal Election","51231","Josseck Pty Ltd","CHANEY, Katherine Ella","16/02/2025","25000"
"2025 Federal Election","51231","Josseck Pty Ltd","HAINES, Helen Mary","14/04/2025","18000"
"2025 Federal Election","51231","Josseck Pty Ltd","HEISE, Carolyn Gai","09/12/2024","25000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","CHANEY, Katherine Ella","11/12/2024","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","CHANEY, Katherine Ella","18/02/2025","25000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","DANIEL, Zoe","17/09/2024","16000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","DANIEL, Zoe","21/12/2024","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","DYSON, Alexander Edward","22/01/2025","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","DYSON, Alexander Edward","30/03/2025","25000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","HEISE, Carolyn Gai","01/12/2024","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","HEISE, Carolyn Gai","31/03/2025","25000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","LEONARD, Deborah Louise","03/02/2025","16900"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","LEONARD, Deborah Louise","09/04/2025","33100"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","RYAN, Monique Marie","09/12/2024","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","SCAMPS, Sophie Anna","19/12/2024","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","SMITH, Benjamin John","07/02/2025","5000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","SMITH, Benjamin John","08/02/2025","11900"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","SMITH, Benjamin John","29/03/2025","33100"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","SPENDER, Allegra May","05/12/2024","50000"
"2025 Federal Election","44961","Keep Them Honest Pty Ltd","STEGGALL, Zali","22/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","BROWN, Tina","16/05/2025","28800"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","CHANEY, Katherine Ella","01/03/2025","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","CHANEY, Katherine Ella","16/05/2025","27170"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","CHAPMAN, Susan Margaret","16/05/2025","68468"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DANIEL, Zoe","03/03/2025","40000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DANIEL, Zoe","18/03/2025","60000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DANIEL, Zoe","16/05/2025","16302"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DEZARNAULDS, Katherine Louise","18/02/2025","20000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DEZARNAULDS, Katherine Louise","04/04/2025","20000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DYSON, Alexander Edward","23/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DYSON, Alexander Edward","27/03/2025","181726"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","DYSON, Alexander Edward","16/05/2025","122808"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","GEORGE, Peter Antony","05/03/2025","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HAINES, Helen Mary","26/03/2025","30000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HAINES, Helen Mary","16/05/2025","27170"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","03/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","03/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","23/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","17/03/2025","20000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HEISE, Carolyn Gai","16/05/2025","101072"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HOLT, Suzanne Jan","27/03/2025","55000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HOOK, Kathleen Louise","23/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HOOK, Kathleen Louise","27/03/2025","55000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","HOOK, Kathleen Louise","16/05/2025","39668"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","JONES, Keryn Louise","27/03/2025","55000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","JONES, Keryn Louise","16/05/2025","6521"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","KUSS, Anita","27/03/2025","81806"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","KUSS, Anita","16/05/2025","21736"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","LEONARD, Deborah Louise","23/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","LEONARD, Deborah Louise","27/03/2025","97400"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","LEONARD, Deborah Louise","16/05/2025","104876"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MILLER, Jeremy John","27/03/2025","77000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MILLER, Jeremy John","16/05/2025","19562"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MURRAY-BARTLETT, Erchana","12/11/2024","75000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MURRAY-BARTLETT, Erchana","23/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MURRAY-BARTLETT, Erchana","03/03/2025","25000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MURRAY-BARTLETT, Erchana","04/03/2025","25000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","MURRAY-BARTLETT, Erchana","04/04/2025","75000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","RYAN, Monique Marie","16/05/2025","35864"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SCAMPS, Sophie Anna","01/03/2025","100000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SCAMPS, Sophie Anna","16/05/2025","10868"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SMITH, Benjamin John","23/12/2024","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SMITH, Benjamin John","16/05/2025","110854"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SMITH, Eleanor","01/03/2025","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SMITH, Eleanor","03/03/2025","50000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","SPENDER, Allegra May","18/11/2024","100000"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","WIIG, Francine Clare","27/03/2025","52380"
"2025 Federal Election","45114","Keldoulis Investments Pty Limited","WIIG, Francine Clare","16/05/2025","6521"
"2025 Federal Election","44988","Keldoulis, Robert","DANIEL, Zoe","11/04/2025","80000"
"2025 Federal Election","44988","Keldoulis, Robert","HOOK, Kathleen Louise","11/04/2025","130000"
"2025 Federal Election","44988","Keldoulis, Robert","HULETT, Kate Jane","11/04/2025","50000"
"2025 Federal Election","44988","Keldoulis, Robert","JONES, Keryn Louise","10/04/2025","50000"
"2025 Federal Election","44988","Keldoulis, Robert","KUSS, Anita","12/04/2025","100000"
"2025 Federal Election","44988","Keldoulis, Robert","LEONARD, Deborah Louise","10/04/2025","35000"
"2025 Federal Election","44988","Keldoulis, Robert","MILLER, Jeremy John","12/04/2025","150000"
"2025 Federal Election","44988","Keldoulis, Robert","SCAMPS, Sophie Anna","13/04/2025","80000"
"2025 Federal Election","44988","Keldoulis, Robert","SMITH, Benjamin John","10/04/2025","30000"
"2025 Federal Election","51257","Kierce, Adam","RYAN, Monique Marie","02/03/2025","25000"
"2025 Federal Election","45033","Krups, Matthias","SCAMPS, Sophie Anna","14/02/2025","1045"
"2025 Federal Election","45033","Krups, Matthias","SCAMPS, Sophie Anna","15/02/2025","1045"
"2025 Federal Election","45033","Krups, Matthias","SCAMPS, Sophie Anna","04/03/2025","25000"
"2025 Federal Election","45033","Krups, Matthias","SCAMPS, Sophie Anna","15/03/2025","1045"
"2025 Federal Election","45033","Krups, Matthias","SCAMPS, Sophie Anna","15/04/2025","1045"
"2025 Federal Election","45033","Krups, Matthias","SCAMPS, Sophie Anna","15/05/2025","1045"
"2025 Federal Election","45033","Krups, Matthias","STEGGALL, Zali","13/11/2024","5000"
"2025 Federal Election","45033","Krups, Matthias","STEGGALL, Zali","13/02/2025","5000"
"2025 Federal Election","45033","Krups, Matthias","STEGGALL, Zali","21/02/2025","25000"
"2025 Federal Election","44990","Landy, Sharon","DANIEL, Zoe","07/04/2025","20000"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","07/01/2024","10"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","01/08/2024","5000"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","04/09/2024","51"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","23/09/2024","10"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","24/09/2024","10"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","10/10/2024","5000"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","30/10/2024","25000"
"2025 Federal Election","51366","Leonard, Jennifer","LEONARD, Deborah Louise","16/12/2024","10"
"2025 Federal Election","51273","Leonard, Tony","LEONARD, Deborah Louise","02/08/2024","5000"
"2025 Federal Election","51273","Leonard, Tony","LEONARD, Deborah Louise","10/10/2024","5000"
"2025 Federal Election","51273","Leonard, Tony","LEONARD, Deborah Louise","31/10/2024","20000"
"2025 Federal Election","51273","Leonard, Tony","LEONARD, Deborah Louise","01/11/2024","20000"
"2025 Federal Election","51195","Malone, Sabrina","HOLT, Suzanne Jan","20/02/2025","50000"
"2025 Federal Election","40366","Manos, William","SPENDER, Allegra May","11/03/2025","50000"
"2025 Federal Election","51361","MICHAEL, Rob","RYAN, Monique Marie","04/11/2024","10000"
"2025 Federal Election","51361","MICHAEL, Rob","RYAN, Monique Marie","11/12/2024","15000"
"2025 Federal Election","45396","Mills, Julie A","SCAMPS, Sophie Anna","16/07/2024","5000"
"2025 Federal Election","45396","Mills, Julie A","SCAMPS, Sophie Anna","01/10/2024","5000"
"2025 Federal Election","45396","Mills, Julie A","SCAMPS, Sophie Anna","05/02/2025","5000"
"2025 Federal Election","45396","Mills, Julie A","SCAMPS, Sophie Anna","18/04/2025","5000"
"2025 Federal Election","51262","Moth, Jacqueline","RYAN, Monique Marie","24/07/2024","3500"
"2025 Federal Election","51262","Moth, Jacqueline","RYAN, Monique Marie","13/09/2024","2000"
"2025 Federal Election","51262","Moth, Jacqueline","RYAN, Monique Marie","21/10/2024","1500"
"2025 Federal Election","51262","Moth, Jacqueline","RYAN, Monique Marie","10/01/2025","5000"
"2025 Federal Election","51262","Moth, Jacqueline","RYAN, Monique Marie","28/03/2025","6000"
"2025 Federal Election","51364","New Regime Pty Ltd","HULETT, Kate Jane","27/03/2025","100000"
"2025 Federal Election","51364","New Regime Pty Ltd","HULETT, Kate Jane","21/04/2025","30000"
"2025 Federal Election","51364","New Regime Pty Ltd","HULETT, Kate Jane","30/04/2025","5000"
"2025 Federal Election","33396","Pater Investments Pty Ltd","CHAPMAN, Susan Margaret","15/01/2024","10000"
"2025 Federal Election","33396","Pater Investments Pty Ltd","CHAPMAN, Susan Margaret","01/12/2024","10000"
"2025 Federal Election","33396","Pater Investments Pty Ltd","CHAPMAN, Susan Margaret","02/02/2025","10000"
"2025 Federal Election","33396","Pater Investments Pty Ltd","CHAPMAN, Susan Margaret","14/02/2025","100000"
"2025 Federal Election","51178","Pater, Norman","GEORGE, Peter Antony","15/03/2025","100000"
"2025 Federal Election","51284","Playcorp Group of Companies Pty Ltd","KOUTOUFIDES, Anthony","21/03/2025","50000"
"2025 Federal Election","45112","Polka Dot Ventures Pty Ltd","LE, Dai Trang","05/03/2025","25000"
"2025 Federal Election","45112","Polka Dot Ventures Pty Ltd","LE, Dai Trang","30/04/2025","25000"
"2025 Federal Election","40365","Purves, Robert","SCAMPS, Sophie Anna","19/02/2025","35000"
"2025 Federal Election","40365","Purves, Robert","STEGGALL, Zali","19/02/2025","50000"
"2025 Federal Election","45169","RACAT Group Pty Limited","SPENDER, Allegra May","20/02/2025","50000"
"2025 Federal Election","51230","Reed, Tim","SPENDER, Allegra May","01/04/2025","12500"
"2025 Federal Election","51230","Reed, Tim","SPENDER, Allegra May","02/04/2025","12500"
"2025 Federal Election","51230","Reed, Tim","SPENDER, Allegra May","03/04/2025","12500"
"2025 Federal Election","51230","Reed, Tim","SPENDER, Allegra May","04/04/2025","12500"
"2025 Federal Election","51230","Reed, Tim","STEGGALL, Zali","01/04/2025","25000"
"2025 Federal Election","51189","Refshauge, Kathryn","SPENDER, Allegra May","08/11/2024","10000"
"2025 Federal Election","51189","Refshauge, Kathryn","SPENDER, Allegra May","21/02/2025","10000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","CHAPMAN, Susan Margaret","19/12/2024","20000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","CHAPMAN, Susan Margaret","11/04/2025","15000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","CHAPMAN, Susan Margaret","17/04/2025","10000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","DYSON, Alexander Edward","19/12/2024","20000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","FERRES MILES, Claire Jennifer","19/12/2024","20000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","FERRES MILES, Claire Jennifer","17/04/2025","5000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HAINES, Helen Mary","06/01/2025","30000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HAINES, Helen Mary","11/04/2025","15000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HAINES, Helen Mary","17/04/2025","10000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HOLT, Suzanne Jan","20/12/2024","20000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HOLT, Suzanne Jan","17/04/2025","10000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HOOK, Kathleen Louise","19/12/2024","20000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HOOK, Kathleen Louise","11/04/2025","15000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","HOOK, Kathleen Louise","17/04/2025","5000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","KUSS, Anita","29/01/2025","30000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","KUSS, Anita","11/04/2025","15000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","KUSS, Anita","24/04/2025","5000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","LEONARD, Deborah Louise","24/12/2024","30000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","LEONARD, Deborah Louise","11/04/2025","10000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","MILLER, Jeremy John","29/01/2025","30000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","MILLER, Jeremy John","17/04/2025","10000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","MILTHORPE, Michelle Marie","24/12/2024","30000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","ROLFE, Jenny Lee","29/01/2025","20000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","SMITH, Benjamin John","29/01/2025","30000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","SMITH, Benjamin John","11/04/2025","15000"
"2025 Federal Election","47831","Regional Voices Fund Pty Ltd","SMITH, Benjamin John","17/04/2025","10000"
"2025 Federal Election","51288","Ritchie, Ruth","SPENDER, Allegra May","07/03/2025","20000"
"2025 Federal Election","50134","Saunders, Katharine","STEGGALL, Zali","17/11/2024","10000"
"2025 Federal Election","50134","Saunders, Katharine","STEGGALL, Zali","14/02/2025","10000"
"2025 Federal Election","51367","Simpson, Andrew","RYAN, Monique Marie","18/11/2024","10000"
"2025 Federal Election","51367","Simpson, Andrew","RYAN, Monique Marie","21/03/2025","12000"
"2025 Federal Election","51367","Simpson, Andrew","RYAN, Monique Marie","26/04/2025","1500"
"2025 Federal Election","51186","Skrzynski, Joseph","SPENDER, Allegra May","04/12/2024","25000"
"2025 Federal Election","45118","Snape, Brian","RYAN, Monique Marie","14/11/2024","20000"
"2025 Federal Election","45118","Snape, Brian","RYAN, Monique Marie","15/11/2024","20000"
"2025 Federal Election","45118","Snape, Brian","RYAN, Monique Marie","16/11/2024","10000"
"2025 Federal Election","45118","Snape, Brian","RYAN, Monique Marie","24/03/2025","3000"
"2025 Federal Election","45118","Snape, Brian","RYAN, Monique Marie","09/04/2025","5000"
"2025 Federal Election","51371","Spiller, Greg","LEONARD, Deborah Louise","15/11/2024","25000"
"2025 Federal Election","51246","Stephen Moir, Carolyn Loton and","HEISE, Carolyn Gai","07/12/2024","20000"
"2025 Federal Election","51283","Stewart, Andrew David","JONES, Keryn Louise","30/01/2025","950"
"2025 Federal Election","51283","Stewart, Andrew David","JONES, Keryn Louise","04/02/2025","20000"
"2025 Federal Election","51283","Stewart, Andrew David","JONES, Keryn Louise","27/02/2025","9900"
"2025 Federal Election","51370","The Good Party","PARKER, Elsa Rose Binti","05/05/2025","1678"
"2025 Federal Election","51370","The Good Party","PARKER, Elsa Rose Binti","05/05/2025","456"
"2025 Federal Election","51370","The Good Party","PARKER, Elsa Rose Binti","05/05/2025","5926"
"2025 Federal Election","51370","The Good Party","PARKER, Elsa Rose Binti","05/05/2025","17937"
"2025 Federal Election","40451","Turnbull, Alexander","SPENDER, Allegra May","27/02/2025","25000"
"2025 Federal Election","51594","Tyler, Hilary","KENNY, Quinton","02/04/2025","10000"
"2025 Federal Election","51594","Tyler, Hilary","KENNY, Quinton","09/04/2025","10000"
"2025 Federal Election","51594","Tyler, Hilary","KENNY, Quinton","25/04/2025","5000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","BOELE, Nicolette","21/02/2025","10140"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","BOELE, Nicolette","26/02/2025","2535"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","BOELE, Nicolette","13/03/2025","1173"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","BOELE, Nicolette","16/04/2025","6152"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHANEY, Katherine Ella","10/03/2025","5000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHANEY, Katherine Ella","13/03/2025","1114"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHANEY, Katherine Ella","25/03/2025","7500"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHANEY, Katherine Ella","02/04/2025","18500"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHANEY, Katherine Ella","04/04/2025","22886"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHANEY, Katherine Ella","16/04/2025","10000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHAPMAN, Susan Margaret","26/03/2025","9899"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHAPMAN, Susan Margaret","10/04/2025","7151"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHAPMAN, Susan Margaret","14/04/2025","12950"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","CHAPMAN, Susan Margaret","30/04/2025","1011"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","DANIEL, Zoe","11/03/2025","5000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","DANIEL, Zoe","13/03/2025","1113"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","DANIEL, Zoe","25/03/2025","7500"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","DANIEL, Zoe","02/04/2025","18500"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","DANIEL, Zoe","04/04/2025","22887"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","DANIEL, Zoe","30/04/2025","5000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HAINES, Helen Mary","04/04/2025","4226"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HAINES, Helen Mary","07/04/2025","12000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HAINES, Helen Mary","10/04/2025","13774"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HAINES, Helen Mary","24/04/2025","10000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HAINES, Helen Mary","24/04/2025","2000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","18/02/2025","10200"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","26/02/2025","2535"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","13/03/2025","1113"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","03/04/2025","14000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","14/04/2025","2152"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","16/04/2025","3000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","30/04/2025","1000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","HEISE, Carolyn Gai","02/05/2025","506"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","JONES, Keryn Louise","15/04/2025","18000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","LEONARD, Deborah Louise","18/02/2025","10000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","LEONARD, Deborah Louise","26/02/2025","2535"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","LEONARD, Deborah Louise","13/03/2025","1314"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","LEONARD, Deborah Louise","03/04/2025","14000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","LEONARD, Deborah Louise","14/04/2025","2151"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","MURRAY-BARTLETT, Erchana","28/02/2025","5000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","MURRAY-BARTLETT, Erchana","13/03/2025","1113"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","MURRAY-BARTLETT, Erchana","26/03/2025","3786"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","MURRAY-BARTLETT, Erchana","10/04/2025","4401"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","MURRAY-BARTLETT, Erchana","30/04/2025","3700"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","RYAN, Monique Marie","05/04/2025","20000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SCAMPS, Sophie Anna","19/02/2025","10140"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SCAMPS, Sophie Anna","26/02/2025","2535"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SCAMPS, Sophie Anna","13/03/2025","60"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SCAMPS, Sophie Anna","13/03/2025","3000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SCAMPS, Sophie Anna","30/04/2025","4265"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SMITH, Eleanor","31/03/2025","10000"
"2025 Federal Election","48497","VIDA IMPACT FUND PTY LTD","SMITH, Eleanor","14/04/2025","8000"
"2025 Federal Election","51270","Voices of Bean Incorporated","PRICE, Jessie Ann","17/12/2024","18659"
"2025 Federal Election","51428","Ward-Ambler, Ian","DANIEL, Zoe","12/03/2025","20000"
"2025 Federal Election","45035","Whittingham, Mathew","BROWN, Tina","10/04/2025","50000"
"2025 Federal Election","45035","Whittingham, Mathew","BROWN, Tina","26/04/2025","20000"
"2025 Federal Election","45117","William Taylor Nominees Pty Ltd","SPENDER, Allegra May","19/08/2024","200000"
"2025 Federal Election","51199","Woollard, Frederick","BOELE, Nicolette","03/12/2024","50000"
"2025 Federal Election","51199","Woollard, Frederick","BOELE, Nicolette","28/03/2025","25000"
"2025 Federal Election","51217","Wycombe Services Pty Ltd","CHANEY, Katherine Ella","05/03/2025","50000"
"2022 Federal election","52674","Andreadis, Jim","PRIESTLY, Robert Anthony","19/04/2022","20000"
"2022 Federal election","52674","Andreadis, Jim","PRIESTLY, Robert Anthony","27/04/2022","125"
"2022 Federal election","52674","Andreadis, Jim","PRIESTLY, Robert Anthony","29/04/2022","30000"
"2022 Federal election","45111","Andrew Killion","SPENDER, Allegra May","25/03/2022","25000"
"2022 Federal election","44999","Anna Josephson Foundation Pty Ltd","STEGGALL, Zali","06/09/2021","20000"
"2022 Federal election","972","Australian Rail Tram and Bus Industry Union","GARLAND, Carina Mary Lindsay","17/12/2021","5000"
"2022 Federal election","972","Australian Rail Tram and Bus Industry Union","HART, Ross Anthony","08/11/2021","20000"
